"shop_no","rgn2_nm","content"
"694002","동대문구","디저트·커피, 달콤, 여름, 음료판매, 친구들이랑, 키위, 쥬스, 부드러운, 집에서데이트, 내방, 향이좋은, 여자들끼리, 저칼로리, 초바, 착한가격, 간식, 아메리카노, 졸맛, 사무실, 꿀맛, 점심, 과일티, 폭염, 망고, 카페라떼, 부담없는, 까페, 새콤, 건강해지는느낌, 과방"
"705624","동대문구","일식·회, 초밥, 회"
"713683","고양시 일산동구","디저트·커피, 양식, 샐러드, 샌드위치"
"720000","계양구","양식, 레알인정, 담백, 유럽식, 한끼식사되는, 이탈리안레스토랑, 깔끔, 게살새우올리오, 부드러운, 집에서데이트, 세트메뉴가있는, 드레싱이맛있는, 가성비갑, 고르곤졸라피자, 풍미가깊은, 토마토해산물파스타, 닭가슴살샐러드, 파스타, 착한가격, 크림고추새우파스타, 도리아, 치킨도리아, 고소한, 밀가루덕후, 맛점, 연인끼리"
"724121","중랑구","한식, 해물찜, 동태내장탕"
"726231","계양구","분식, 후라이바스켓, 주먹밥, 와우떡볶이, 친구들이랑, 매콤, 사시사철, 스트레스풀자, 세트메뉴가있는, 내방, 진한국물, 떡볶이, 가성비갑, 중독성쩔어, 여자들끼리, 매운음식덕후, 갈릭후라이, 사리넣으면맛있는, 쫀득, 입맛없을때, 자취생, 야식, 떡성애자, 동아리방, 연인끼리"
"740015","용산구","고기, 한식, 저녁에붐비는, 회식, 직원이자신있어하는, 점심, 저녁, 깔끔, 이자카야, 한잔하고싶을때, 웨이팅긴곳, 맑은국물, 간장새우, 안주로딱좋은, 차돌불고기, 따끈한, 점심에붐비는, 일식전문, 모츠나베, 연인끼리"
"742330","부천시","디저트·커피, 와플, 커피"
"745161","강남구","null"
"747014","동작구","디저트·커피, 커피, 케이크"
"749745","성북구","디저트·커피, 딸기오믈렛, 아메리카노"
"750579","노원구","디저트·커피, 주말, 여름, 달콤, 음료판매, 시원한, 디저트홀릭, 촉촉, 베이커리, 해쨍쨍, 집에서데이트, 부드러운, 폭염, 향이좋은, 티라미수, 여자들끼리, 브런치, 카페, 케이크"
"753671","부천시","분식, 한식, NEW, 찐빵, 만두"
"759388","관악구","한식, 열무냉면, 밥집, 친구들이랑, 곰탕, 국밥성애자, 속이풀리는, 한우곰탕, 진한국물, 시골집느낌, 가성비갑, 얼큰, 갈비탕, 왕갈비탕, 우거지탕, 국물덕후, 따끈한, 밥볶아먹기좋은, 착한가격, 칼칼한, 맛있게매운, 푸짐한, 콩국수, 밥말아먹기좋은, 열무국수"
"763161","부천시","null"
"765219","광진구","일식·회, 스시, 장어초밥"
"768539","고양시 일산서구","null"
"770383","서초구","한식, NEW, 고향의맛, 밥집, 해산물덕후, 깔끔, 해신탕, 해쨍쨍, 문어연포탕, 폭염, 간장새우, 안주로딱좋은, 해천탕, 삼계탕, 국물덕후, 남자들끼리, TV맛집, 문어숙회, 해물탕, 쫄깃쫄깃, 칼칼한, 탱글탱글, 보양식, 담백"
"770482","부평구","양식, NEW, 파스타, 스테이크"
"779740","관악구","디저트·커피, NEW, 팥빙수, 주말, 여름, 달콤, 깔끔, 시원한, 디저트홀릭, 베이커리, 집에서데이트, 폭염, 향이좋은, 여자들끼리, 딸기페스츄리, 쫄깃쫄깃, 카라멜시나몬브레드, 콜드브루라떼, 간식, 아메리카노, 초코브라우니퍼지케이크, 빙수, 카페, 가벼운식사"
"789950","성북구","양식, NEW, 돈까스, 카레"
"792972","관악구","양식, NEW, 수제버거, 감자튀김"
"798248","송파구","일식·회, NEW, 초밥, 사시미"
"801982","강남구","null"
"585384","송파구","수산시장, 저녁, 집에서데이트, 내방, 안주로딱좋은, 입에서순삭, 가을, 폭식하는날, 착한가격, 사르르녹는, 광어회, 푸짐한, 일식전문, 보양식, 연어회, 입소문난, 선선할때, 점심, 가족식탁용, 가성비갑, 고퀄리티, 부담없는, 재료가신선한, 갓스시, 해산물모듬, 건강해지는느낌, 활모듬회, 광년회, 담백"
"603260","강남구","한식, 육식인간, 돈까스와오므라이스, 돈까스, 직원이자신있어하는, 왕돈까스, 내방, 돈까스정식, 속이든든한, 일본느낌, 입에서순삭, 수타치즈돈까스, 여자들끼리, 기름진, 혼밥, 일식전문, 돈까스와생선, 맛점, 사무실, 연인끼리, 바삭바삭, 밥집, 김치볶음밥, 사시사철, 점심, 아이와어른함께, 캠퍼스안, 오므라이스, 튀김덕후, 연중무휴"
"622334","용산구","분식, 포차, 주말, 겨울, 한끼식사되는, 매콤, 탄성자동발사, 점심, 혼술, 내방, 진한국물, 떡볶이, 가성비갑, 부담없는, 입에서순삭, 여자들끼리, 얼큰, 찬바람쌩쌩, 따끈한, 밥볶아먹기좋은, 장아찌김밥, 단골폭발, 쫄깃쫄깃, 동아리방, 졸맛, 1인메뉴, 밀가루덕후"
"625789","관악구","아시안, 주말, 한끼식사되는, 마카이팔락큼부커리, 친구들이랑, 매콤, 저녁, 부드러운, 양고기빈달루커리, 내방, 향이좋은, 특이한메뉴, 자극적인, 착한가격, 혼밥, 인도음식, 이색맛집, 새우팔락커리, 빨리먹을수있는, 사무실, 밀가루덕후, 회사동료랑, 선선할때, 사시사철, 점심, 소스가맛있는, 이국적, 소고기마살라커리, 짱맛, 가정식, 가성비갑, 캠퍼스안, 가볍게먹기좋은, 꿀조합, 따끈한, 탄두리치킨, 치킨마크니커리, 밥말아먹기좋은"
"639606","송파구","한식, 육식인간, 주말, 친구들이랑, 매콤, 회식, 저녁, 차돌부대볶음, 부대볶음, 부드러운, 내방, 특이한메뉴, 폭식하는날, 자극적인, 푸짐한, 부대찌개, 사무실, 밥집, 고기성애자, 사시사철, 깔끔, 고퀄리티, 캠퍼스안, 매운음식덕후, 정갈한, 밥볶아먹기좋은, 실비부대볶음, 사리넣으면맛있는, 야식, 실비부대찌개, 부대전골, 연중무휴, 포차"
"642465","강서구","디저트·커피, 사무실, 유럽식, 달콤, 탄성자동발사, 사시사철, 점심, 통호밀흑미깜파뉴, 촉촉, 부드러운, 빵덕후, 내방, 아이와어른함께, 유기농, 가볍게먹기좋은, 빵집, 따끈한, 간편하게먹기, 넛츠타르트, 홍차조각케이크, 단골폭발, 간식, 숨겨진맛집, 호밀흑미깜파뉴, 레알인정, 쉬폰케이크"
"643343","강남구","고기, 한식, 육식인간, 주말, 명동왕만두, 저녁, 퓨전한식, 프랜차이즈, 내방, 속이든든한, 동창모임, 칼국수, 훈제모둠보쌈, 등심얼큰샤브, 명동칼국수, 보양식, 사무실, 연인끼리, 쌀쌀할때, 밥집, 고기성애자, 떡만두국, 가족식탁용, 아이와어른함께, 따끈한, 단골폭발, 야구장, 건강해지는느낌, 명동비빔국수, 등심샤브"
"654504","강서구","아시안, 소고기쌀국수, 연중무휴, 취향저격, 브레이크타임있는, 달콤, 한끼식사되는, 매콤, 저녁, 맑은국물, 향이좋은, 진한국물, 비쥬얼, 여자들끼리, 면덕후, 팟타이, 까오팟꿍, 푸짐한, 연인끼리, 쌀쌀할때, 쏨땀타이, 덮밥덕후, 밥집, 채식주의자, 입소문난, 사시사철, 점심, 깔끔, 세트메뉴가있는, 아이와어른함께, 드레싱이맛있는, 힐링푸드, 재료가신선한, 따끈한, 점심에붐비는, 건강해지는느낌, 팟까파오무쌉, 갓집밥, 뿌님팟퐁커리, 담백"
"672884","영등포구","한식, 주말, 음료판매, 매콤, 불고기, 회식, 직원이자신있어하는, 저녁, 여자들끼리, 얼큰, 송년회, 남자들끼리, 안주가맛있는, 기념일, 푸짐한, 졸맛, 쌀쌀할때, 비오는날, 입소문난, 낮술, 오징어불고기, 오낙불고기, 오삼불고기, 매운음식덕후, 재료가신선한, 대박, 단골폭발, 오닭불고기, 오징어튀김, 숙취해소"
"676029","강남구","배민키친, 양식, 파히타, 나초, 께사디야, 썸남썸녀랑, 고기성애자, 하이엔드, 이국적, 타코, 한잔하고싶을때, 여자들끼리, 브리또, 퀘사디아, 손님접대, 멕시코전문점, 부리또"
"692806","성북구","양식, 한끼식사되는, 음료판매, 직원이자신있어하는, 저녁, 스테이크, 웨이팅긴곳, 여자들끼리, 브런치, 혼밥, 밀가루덕후, 빨리먹을수있는, 연인끼리, 레알인정, 꿀맛, 썸남썸녀랑, 건강빵, 입소문난, 점심, 깔끔, 햄버그빅플레이트, 빵덕후, 가족식탁용, 아이와어른함께, 가성비갑, 부담없는, 가볍게먹기좋은, 디톡스워터, 점심에붐비는, 간편하게먹기, 단골폭발, 쫀득, 고소한, 찹스테이크빅플레이트, 연중무휴"
"710583","서초구","고기, 한식, 닭갈비"
"719543","성동구","디저트·커피, 양식, 도넛, 빵"
"720135","강서구","디저트·커피, 아메리카노, 허니카라멜브레드"
"721606","노원구","일식·회, 광어, 우럭"
"723340","강북구","고기, 파닭로스트, 바베큐로스트"
"731171","수원시 영통구","고기, 한식, 해물파전, 엄지척, 매운족발, 퓨전한식, 촉촉, 주당, 편맥과함께, 비쥬얼, 안주로딱좋은, 입에서순삭, 족발, 한상차림, 안주가맛있는, 쫄깃쫄깃, 짭짤한, 기름진, 사르르녹는, 쟁반국수, 탱글탱글, 포차, 담백"
"734344","성남시 분당구","한식, 불고기, 김치찌개"
"735505","관악구","한식, 치즈가워터파크, 친구들이랑, 매콤, 입소문난, 해산물덕후, 쭈꾸미만두, 저녁, 주당, 한잔하고싶을때, 고르곤졸라피자, 쭈꾸미, 쭈꾸미비빔밥, TV맛집, 쫄깃쫄깃, 야식, 쭈앤쭈세트, 맛있게매운, 치즈가흐르는, 불맛, 철판쭈꾸미, 눈꽃석쇠쭈꾸미, 탱글탱글, 맛집사냥꾼, 포차, 연인끼리"
"736830","마포구","양식, 소고기스테이크, 덮밥덕후, 밥집, 친구들이랑, 매콤, 점심, 깔끔, 부드러운, 스테이크, 커리, 캠퍼스안, 점심에붐비는, 파스타, 간편하게먹기, 착한가격, 짭짤한, 카츠스테이크박스, 맛있게매운, 돈카츠, 푸짐한, 고소한"
"737747","성동구","일식·회, 회사동료랑, 가리비찜, 대게찜, 해산물덕후, 사시사철, 회식, 저녁, 부드러운, 속초물회, 가족식탁용, 안주로딱좋은, 동창모임, 송년회, 따끈한, 쫄깃쫄깃, 짭짤한, 푸짐한, 오징어순대, 고향의맛"
"741657","구로구","한식, 모듬전, 전"
"751761","광진구","디저트·커피, 아이스크림, 쉐이크"
"752882","성남시 분당구","디저트·커피, 베이글, 샌드위치"
"753120","강서구","한식, NEW, 순대전골, 밥집, 속이풀리는, 깔끔, 시래기순대국, 주당, 순대국, 진한국물, 해물순대곱창볶음, 안주로딱좋은, 얼큰, 국물덕후, 한상차림, 따끈한, 짭짤한, 보쌈순대모듬, 푸짐한, 오징어순대, 고소한, 집밥, 고향의맛"
"755746","강남구","디저트·커피, NEW, 썸남썸녀랑, 달콤, 아보카도라떼, 입소문난, 깔끔, 딸기라떼, 디저트홀릭, 인스타맛집, 베이커리, 부드러운, 향이좋은, 비쥬얼, 입에서순삭, 여자들끼리, 브런치, 녹차라떼, 간식, 타르트, 밀크티, 에그타르트, 고소한, 카페, 상큼, 연인끼리"
"757466","강동구","일식·회, 초밥, 광어회"
"758179","구로구","디저트·커피, NEW, 아메리카노, 라떼"
"759459","강남구","양식, 아삭아삭, 한강공원, 바삭바삭, 입소문난, 이국적, 까르니따타코, 편맥과함께, 고퀄리티, 미식트립, 입에서순삭, 새콤, 착한가격, 짭짤한, 멕시코전문점, 이색맛집, 초리소타코, 탱글탱글, 담백"
"760256","양천구","일식·회, NEW, 씨푸드카레, 친구들이랑, 매콤, 이거저거다맛있음, 소스가맛있는, 버섯카레, 포크카레, 카레전문, 저녁, 세트메뉴가있는, 향이좋은, 밥한공기뚝딱, 치킨카레, 가성비갑, 여자들끼리, 포테이토카레, 카레, 간편하게먹기, 짭짤한, 토핑이다양한, 가츠동, 런치세트, 고씨네황제카레, 맛점"
"786530","중구","아시안, 한식, NEW, 도시락, 아삭아삭, 덮밥덕후, 채식주의자, 냉소바가츠, 쇠고기스테이크덮밥, 점심, 깔끔, 토마토함박스테이크, 다이어터, 샐러드바, 가정식, 쇠고기야채카레, 힐링푸드, 여자들끼리, 연어아보카도덮밥, 재료가신선한, 가볍게먹기좋은, 돈부리정식, 건강해지는느낌, 덮밥정식, 새우튀김냉우동, 친환경"
"798425","서초구","한식, NEW, 쭈꾸미, 돼지불백"
"616583","강서구","양식, 한강공원, 유럽식, 한끼식사되는, 등심돈까스, 봉골레, 내방, 오븐그라탕, 입에서순삭, 고르곤졸라피자, 브런치, 착한가격, 사르르녹는, 밀가루덕후, 연인끼리, 꿀맛, 이탈리안레스토랑, 사시사철, 점심, 아이와어른함께, 가성비갑, 부담없는, 풍미가깊은, 따끈한, 빠네, 빼쉐, 치즈가흐르는, 고소한, 취향저격"
"628926","강남구","분식, 한식, 취향저격, 한강공원, 바른김밥, 쌀덕후, 철판제육덮밥, 해쨍쨍, 프랜차이즈, 내방, 분식, 여자들끼리, 크림치즈호두김밥, 철판불고기덮밥, 집밥, 가벼운식사, 빨리먹을수있는, 점저, 맛점, 사무실, 밥집, 갈비만두, 입소문난, 아이와어른함께, 가정식, 캠퍼스안, 부담없는, 재료가신선한, 점심에붐비는, 간편하게먹기, 김선생비빔면, 담백"
"631584","서초구","아시안, 기분내기, 한끼식사되는, 여름, 친구들이랑, 매콤, 외국인친구랑, 저녁, 카오팟캅픽남플라, 텃만꿍, 여자들끼리, 면덕후, 똠양꿍, 팟미호킨, 이색맛집, 상큼, 연인끼리, 겨울, 썸남썸녀랑, 밥집, 입소문난, 점심, 깔끔, 소스가맛있는, 이국적, 뿌빳뽕커리, 팟카프라오, 눈오는날, 폭염, 정갈한, 재료가신선한, 따끈한, 맛있으면0칼로리, 얌운센, 뿌님팟퐁커리"
"632623","서초구","디저트·커피, 패밀리, 주말, 한강공원, 달콤, 여름, 부드러운, 프랜차이즈, 내방, 비쥬얼, 하프갤론, 여자들끼리, 아이스크림, 간식, 혼디, 카페, 졸맛, 사무실, 아이스크림케익, 상큼, 아이와어른함께, 쿼터, 부담없는, 힐링푸드, 버라이어티팩, 초코덕후, 간편하게먹기, 쫀득, 파인트"
"668127","용산구","양식, 연인끼리, 경양식, 주말, 썸남썸녀랑, 헤비한메뉴, 점심, 깔끔, 저녁, 봉골레, 피맥, 가정식, 고르곤졸라, 까르보빠네, 가성비갑, 페퍼로니피자, 피자, 여자들끼리, TV맛집, 파스타, 착한가격, 기념일, 핑크쉬림프, 연중무휴, 밀가루덕후, 시카고오리지널피자"
"680083","영등포구","양식, 한강공원, 썸남썸녀랑, 고기성애자, 시그니쳐번, 이탈리안레스토랑, 입소문난, 건강빵, 사시사철, 번, 피맥, 빵덕후, 고퀄리티, 페퍼로니피자, 여자들끼리, 세젤맛, 빵집, 기름진, 해비한메뉴, 치즈가흐르는, 이색맛집, 푸짐한, 분위기낼때, 사무실, 연인끼리"
"684795","성동구","고기, 한식, 선뼈해장국, 부드러운, 접시수육, 진한국물, 모듬전골, 사르르녹는, 혼밥, 푸짐한, 집밥, 보양식, 졸맛, 연인끼리, 도가니탕, 한우소머리곰탕, 쌀쌀할때, 겨울, 밥집, 곰탕, 점심, 가족식탁용, 고퀄리티, 부담없는, 풍미가깊은, 재료가신선한, 따끈한, 해장국, 건강해지는느낌, 고소한, 숨겨진맛집"
"715896","도봉구","일식·회, 초밥, 모듬회"
"741344","강남구","한식, 밥집, 친구들이랑, 곰탕, 옛날불고기, 매운갈비찜, 점심, 속이풀리는, 국밥성애자, 갈비만두탕, 갈비찜, 국물덕후, 도가니수육, 남자들끼리, 따끈한, 쫄깃쫄깃, 적당한, 야식, 얼큰곰탕, 푸짐한, 고소한, 탱글탱글, 나주곰탕, 밥말아먹기좋은"
"741968","수원시 팔달구","한식, 낙곱새, 곱창"
"743744","중구","고기, 아시안, 치킨마크니, 한끼식사되는, 탄두리, 치킨티카마살라, 점심, 깔끔, 이국적, 카레전문, 향이좋은, 코코넛쉬림프, 힐링푸드, 고급스러운, TV맛집, 믹스탄두리, 인도음식, 맛있게매운, 건강해지는느낌, 이색맛집, 고소한, 치킨, 연인끼리"
"745749","강서구","한식, 돼지국밥, 비오는날, 밥집, 국밥성애자, 속이풀리는, 깔끔, 진한국물, 가성비갑, 정갈한, 국물덕후, 따끈한, 칼칼한, 고소한, 집밥, 국밥, 밥말아먹기좋은, 고향의맛"
"750163","양천구","디저트·커피, NEW, 주스, 라떼"
"753104","양천구","양식, NEW, 덮밥, 스테이크"
"753766","서초구","디저트·커피, NEW, 아삭아삭, 유럽식, 달콤, 입소문난, 점심, 시원한, 밤대추빙수, 디저트홀릭, 세트메뉴가있는, 폭염, 아이와어른함께, 제주감귤빙수, 녹차빙수, 입에서순삭, 토마토빙수, 새콤, TV맛집, 사르르녹는, 팥죽, 빙수, 단팥죽, 런치세트"
"755060","용산구","한식, 단짠단짠, 연인끼리, 밥집, 친구들이랑, 고기성애자, 점심, 소스가맛있는, 저녁, 초복중복말복, 밥한공기뚝딱, 입에서순삭, 찜닭, 따끈한, 사리넣으면맛있는, 입맛없을때, 맛있게매운, 담백"
"758063","강서구","null"
"762355","부천시","디저트·커피, 아이스크림, 아이스크림케이크"
"763508","서초구","양식, NEW, 피자, 치킨"
"767752","마포구","디저트·커피, NEW, 달콤, 에이드, 친구들이랑, 음료판매, 점심, 시원한, 저녁, 디저트홀릭, 향이좋은, 새콤, 주스, 따끈한, 점심에붐비는, 24시간영업, 탱글탱글, 카페, 연인끼리"
"768401","종로구","아시안, NEW, 쌀국수, 볶음밥"
"769574","강북구","한식, NEW, 갈비국밥, 순대국"
"774698","강남구","아시안, 한식, NEW, 아삭아삭, 주말, 비프덮밥, 돼지볶음, 밥집, 바삭바삭, 한끼식사되는, 점심, 퓨전한식, 숙주볶음, 내방, 몽골리안비프덮밥, 여자들끼리, 따끈한, 간편하게먹기, 짭짤한, 불맛, 집밥, 연인끼리"
"777102","강서구","디저트·커피, NEW, 베이글, 달콤, 채식주의자, 깔끔, 시원한, 니트로커피, 부드러운, 세트메뉴가있는, 해쨍쨍, 비쥬얼, 라떼, 여자들끼리, 허니브레드세트, 브런치, 초코쿠키쉐이크, 딸기쥬스, 착한가격, 맛있으면0칼로리, 베이글세트, 카페, 맛점, 밀가루덕후, 담백"
"781345","마포구","디저트·커피, NEW, 패밀리, 달콤, 여름, 이거저거다맛있음, 시원한, 디저트홀릭, 부드러운, 해쨍쨍, 폭염, 아이와어른함께, 바로먹는와츄원, 입에서순삭, 하프갤론, 새콤, 버라이어티팩, 아이스크림, 사르르녹는, 간식, 나눠먹는와츄원, 맛있으면0칼로리, 아이스크림케이크, 핸드팩세트, 카페, 연인끼리"
"800056","구로구","null"
"608413","관악구","양식, 한끼식사되는, 스테이크칩스버거, 친구들이랑, 패스트푸드, 집에서데이트, 프랜차이즈, 미고랭, 나들이, 또먹고싶다, 킹스더블버거, 착한가격, 미국식, 아메리칸푸드, 기름진, 혼밥, 갓버거, 마마통살버거, 맛점, 밀가루덕후, 레알인정, 꿀맛, 점심, 양념치킨, 편맥과함께, 아이와어른함께, 가성비갑, 캠퍼스안, 새우버거, 짭짤한, 순살치킨"
"608953","송파구","분식, 비오는날, 바삭바삭, 음료판매, 매콤, 순대, 사시사철, 점심, 깔끔, 세트메뉴가있는, 편맥과함께, 진짜찰순대, 떡볶이, 부담없는, 여자들끼리, 매운음식덕후, 수제튀김, 가볍게먹기좋은, 간편하게먹기, 야식, 혼밥, 간식, 과방, 동아리방, 매운떡볶이, 사무실"
"615330","강남구","일식·회, 김치카츠동, 모듬카레, 내방, 카츠카레, 일본느낌, 가을, 여자들끼리, 믹스동, 혼밥, 이색맛집, 일식전문, 점저, 빨리먹을수있는, 사무실, 연인끼리, 심야식당, 덮밥덕후, 밥집, 냉모밀, 선선할때, 점심, 깔끔, 이국적, 촉촉, 짱맛, 아이와어른함께, 과방, 냉라멘"
"618307","고양시 일산동구","양식, 달콤, 스테이크와치즈샌드위치, 패스트푸드, 육즙이흐르는, 안주로딱좋은, 동창모임, 송년회, 클래식햄버거, 미국식, 갓버거, 푸짐한, 치킨버거, 베이컨아보카토치즈버거, 졸맛, 연인끼리, 바삭바삭, 헤비한메뉴, 사시사철, 빵덕후, 세트메뉴가있는, 아이와어른함께, 드레싱이맛있는, 치즈버거, 고급스러운, 따끈한, 칠리버거, 간편하게먹기, 쫀득, 숨겨진맛집, 연중무휴"
"621206","동작구","분식, 돈가스, 달콤, 바삭바삭, 음료판매, 매콤, 한끼식사되는, 회식, 점심, 깔끔, 저녁, 수타돈가스, 해물볶음밥, 연탄불고기덮밥, 부담없는, 입에서순삭, 여자들끼리, 가볍게먹기좋은, 남자들끼리, 따끈한, 간편하게먹기, 사리넣으면맛있는, 착한가격, 쫄깃쫄깃, 푸짐한, 불고기덮밥, 졸맛"
"632650","강남구","디저트·커피, 패밀리, 주말, 달콤, 여름, 부드러운, 프랜차이즈, 내방, 또먹고싶다, 입에서순삭, 하프갤론, 아이스크림, 사르르녹는, 간식, 혼디, 동아리방, 카페, 상큼, 시원한, 디저트홀릭, 폭염, 아이와어른함께, 쿼터, 힐링푸드, 가볍게먹기좋은, 버라이어티팩, 맛있으면0칼로리, 아이스크림케이크, 파인트"
"640240","강남구","일식·회, 배꼽살, 연어사시미, 한끼식사되는, 음료판매, 회식, 특초밥, 내방, 나들이, 일본느낌, 아보카도롤, 사케동, 초밥, 휘초밥, 사르르녹는, 혼밥, 일식전문, 보양식, 사무실, 연어회, 선선할때, 사시사철, 점심, 가족식탁용, 가성비갑, 정갈한, 재료가신선한, 고급스러운, 갓스시, 손님접대, 런치세트, 담백"
"654318","관악구","디저트·커피, 달콤, 친구들이랑, 미니슈, 부드러운, 프랜차이즈, 나들이, 비쥬얼, 초코슈, 여자들끼리, 쿠키슈, 사르르녹는, 간식, 혼디, 초코디핑슈, 이색맛집, 카페, 밀가루덕후, 상큼, 연인끼리, 겨울, 선선할때, 촉촉, 빵덕후, 눈오는날, 코르네, 오리지널슈, 세젤맛, 빵집"
"662721","부천시","한식, 친구들이랑, 매콤, 저녁, 또먹고싶다, 쭈꾸미볶음, 남자들끼리, 자극적인, 푸짐한, 맛점, 레알인정, 쭈꾸미정식, 쭈꾸미파전, 밥집, 입소문난, 사시사철, 점심, 시골집느낌, 매운음식덕후, 밥볶아먹기좋은, 쭈구미파전, 단골폭발, 퇴근후, 쫀득, 왕새우튀김, 맛있으면0칼로리, 불맛, 숨겨진맛집, 갓집밥, 취향저격"
"669093","마포구","디저트·커피, 치킨데리야끼, 비오는날, 꿀맛, 에이드, 매콤, 한끼식사되는, 입소문난, 시원한, 멕시칸살사, 폭염, 향이좋은, 속이든든한, 딸기오레, 여자들끼리, 재료가신선한, 브런치, 간편하게먹기, 착한가격, 쫀득, 간식, 샌드위치, 아메리카노, 고소한, 카페, 숙취해소, 담백"
"706231","마포구","디저트·커피, 달콤, 친구들이랑, 쿠앤크토르테, 마스카포네허니초코, 부드러운, 집에서데이트, 내방, 생일파티, 향이좋은, 비쥬얼, 여자들끼리, 간식, 혼디, 아메리카노, 커피, 카페, 케이크, 상큼, 사무실, 연인끼리, 썸남썸녀랑, 사시사철, 깔끔, 누텔라피넛초코, 디저트홀릭, 촉촉, 눈오는날, 폭염, 고퀄리티, 캠퍼스안, 힐링푸드, 가볍게먹기좋은, 재료가신선한, 빵집, 마롱체커스"
"709531","구로구","디저트·커피, 망고스무디, 군고구마"
"714539","성남시 분당구","양식, 피자, 샐러드, 피맥, 샐러드바"
"715055","성남시 분당구","양식, 퀘사디아, 멕시코전문점, 타코"
"721322","관악구","한식, 김치제육도시락, 오징어비빔밥"
"733238","동대문구","일식·회, 우럭회, 광어회"
"735973","영등포구","null"
"736864","중랑구","디저트·커피, 꼰미엘라떼, 케익"
"739680","노원구","디저트·커피, 달콤, 바삭바삭, 음료판매, 썸남썸녀랑, 시원한, 소스가맛있는, 디저트홀릭, 빵덕후, 향이좋은, 캠퍼스안, 츄러스, 착한가격, 간식, 아메리카노, 동아리방, 카페"
"749007","성동구","일식·회, 연인끼리, 차슈동, 깔끔, 점심, 이국적, 혼술, 이자카야, 향이좋은, 안주로딱좋은, 차슈아부리야끼, 일본느낌, 국물덕후, 치킨가라아게, 수제돈까스, 미소라멘, 혼밥, 일식전문, 데리야키동, 분위기낼때, 담백"
"751769","영등포구","디저트·커피, 회사동료랑, 베이글, 음료판매, 깔끔, 이국적, 베이커리, 다이어터, 빵덕후, 리코타치즈샐러드, 피자베이글, 샐러드바, 비쥬얼, 여자들끼리, 재료가신선한, 저칼로리, 브런치, 샌드위치, 아보카도샌드위치, 콥샐러드, 카페, 상큼"
"761125","수원시 팔달구","디저트·커피, NEW, 스무디, 샐러드"
"761232","도봉구","디저트·커피, NEW, 자몽에이드, 프레즐"
"764192","강남구","한식, NEW, 양갈비모둠스테이크, 여름, 밥집, 매콤, 회식, 닭한마리, 점심, 깔끔, 초복중복말복, 폭염, 맑은국물, 속이든든한, 국물덕후, 따끈한, TV맛집, 숨겨진맛집, 닭볶음탕, 보양식"
"769322","수원시 영통구","분식, 한식, NEW, 만두, 메밀국수"
"771279","송파구","디저트·커피, NEW, 스무디, 아메리카노"
"773663","강서구","null"
"778485","종로구","디저트·커피, 양식, NEW, 아삭아삭, 채식주의자, 깔끔, 샐러드, 이국적, 다이어터, 새우샐러드, 치킨아보카도샐러드, 리코타치즈샐러드, 드레싱이맛있는, 샐러드바, 치킨롤, 유기농, 여자들끼리, 홈메이드, 가볍게먹기좋은, 재료가신선한, 저칼로리, 브런치, 샌드위치, 건강해지는느낌"
"782434","동작구","일식·회, NEW, 초밥, 스시"
"789644","수원시 팔달구","null"
"790712","마포구","아시안, NEW, 중식냉면, 마파가지밥"
"790910","수원시 영통구","고기, 아시안, NEW, 양갈비살, 양꼬치"
"601160","관악구","한식, 얼큰설렁탕, 주말, 회식, 속이풀리는, 저녁, 명태회물냉면, 백세삼계탕, 프랜차이즈, 내방, 진한국물, 속이든든한, 정통한식, 찬바람쌩쌩, 워크샵, 혼밥, 푸짐한, 본설렁탕, 집밥, 빨리먹을수있는, 사무실, 1인메뉴, 레알인정, 보양식, 도가니탕, 쌀쌀할때, 밥집, 국밥성애자, 사시사철, 점심, 깔끔, 촉촉, 주당, 눈오는날, 가족식탁용, 힐링푸드, 정갈한, 열무비빔냉면, 따끈한, 대박, 낙지영양설렁탕, 고소한, 숙취해소, 연중무휴, 밥말아먹기좋은, 담백"
"612442","관악구","분식, 치즈즉석볶음밥, 친구들이랑, 매콤, 모듬오뎅탕, 진한국물, 분식, 여자들끼리, 얼큰, 찬바람쌩쌩, 고고즉석떡볶이, 치즈떡볶이, 착한가격, 간식, 푸짐한, 점저, 점심, 꼬마김밥, 아이와어른함께, 캠퍼스안, 중독성쩔어, 부담없는, 치즈즉석떡볶이, 무침군만두, 힐링푸드, 매운음식덕후, 사리넣으면맛있는, 쫄깃쫄깃, 과방"
"614788","양천구","분식, 매콤, 순대, 세트메뉴가있는, 튀김, 내방, 또먹고싶다, 아이와어른함께, 떡볶이, 캠퍼스안, 부담없는, 분식, 매운음식덕후, 어묵, 브런치, 점심에붐비는, 간편하게먹기, 자극적인, 착한가격, 쫄깃쫄깃, 혼밥, 간식, 떡성애자, 선선선할때, 가벼운식사, 친구들끼리, 사무실, 빨리먹을수있는"
